PO Line ID,Invoice Posting Date,IR Effective Quantity,Invoice Amount
4582001642-1,2023-04-27 00:00:00.000,3.0,1093.47
4582001901-1,2023-05-11 00:00:00.000,20.0,4110.8
4582001901-10,2023-05-11 00:00:00.000,1.0,808.77
4582001901-11,2023-05-11 00:00:00.000,30.0,5792.4
4582001901-12,2023-05-11 00:00:00.000,15.0,2896.2
4582001901-13,2023-05-11 00:00:00.000,100.0,357.0
4582001901-14,2023-05-11 00:00:00.000,10.0,314.6
4582001901-15,2023-05-11 00:00:00.000,50.0,3146.5
4582001901-2,2023-05-11 00:00:00.000,2.0,1370.26
4582001901-3,2023-04-19 00:00:00.000,2.0,2177.62
4582001901-4,2023-05-11 00:00:00.000,10.0,317.2
4582001901-5,2023-05-11 00:00:00.000,4.0,1103.76
4582001901-6,2023-05-11 00:00:00.000,4.0,589.68
4582001901-7,2023-05-11 00:00:00.000,4.0,1274.84
4582001901-8,2023-04-19 00:00:00.000,6.0,3654.0
4582001901-9,2023-05-11 00:00:00.000,1.0,2699.9
4582004881-1,2024-01-03 00:00:00.000,1.0,3659.79
4582004967-1,2023-08-23 00:00:00.000,4.0,3268.64
4582008140-1,2023-09-08 00:00:00.000,2000.0,780.0
4582008938-1,2023-05-03 00:00:00.000,1.0,64.8
4582008938-2,2023-02-21 00:00:00.000,5.0,172.45
4582008938-3,2023-03-08 00:00:00.000,6.0,34.92
4582008938-4,2023-03-04 00:00:00.000,8.0,46.56
4582008938-5,2023-03-08 00:00:00.000,25.0,46.0
4582008938-6,2023-03-04 00:00:00.000,5.0,1.6
4582013328-1,2023-05-03 00:00:00.000,2.0,31.08
4582014499-1,2023-03-04 00:00:00.000,1.0,520.64
4582014499-2,2023-03-06 00:00:00.000,1.0,2164.75
4582014499-3,2023-05-04 00:00:00.000,10.0,2.9
4582014499-4,2023-05-04 00:00:00.000,10.0,95.0
4582014686-1,2023-03-08 00:00:00.000,1.0,857.58
4582014686-1,2023-05-08 00:00:00.000,1.0,857.58
4582014686-10,2023-10-23 00:00:00.000,2.0,544.16
4582014686-11,2023-03-08 00:00:00.000,1.0,400.93
4582014686-11,2023-05-08 00:00:00.000,1.0,400.93
4582014686-2,2023-04-17 00:00:00.000,1.0,3449.62
4582014686-3,2023-03-21 00:00:00.000,1.0,417.23
4582014686-3,2023-05-08 00:00:00.000,1.0,417.23
4582014686-4,2023-05-08 00:00:00.000,1.0,4418.24
4582014686-5,2023-05-16 00:00:00.000,1.0,3423.1
4582014686-6,2023-04-11 00:00:00.000,1.0,3845.79
4582014686-7,2023-04-17 00:00:00.000,1.0,572.66
4582014686-8,2023-03-21 00:00:00.000,1.0,296.38
4582014686-8,2023-04-28 00:00:00.000,1.0,296.38
4582014686-9,2023-03-08 00:00:00.000,1.0,388.75
4582014687-1,2023-03-28 00:00:00.000,8.0,1664.64
4582014687-2,2023-04-17 00:00:00.000,4.0,832.32
4582014738-1,2023-03-15 00:00:00.000,2.0,5075.0
4582014739-1,2023-04-17 00:00:00.000,2.0,108.6
4582014739-1,2023-05-11 00:00:00.000,2.0,108.6
4582014978-1,2023-11-14 00:00:00.000,5.0,206.05
4582014978-2,2023-05-03 00:00:00.000,1.0,11596.3
4582014978-3,2023-03-13 00:00:00.000,10.0,96.2
4582014983-1,2023-03-19 00:00:00.000,1.0,10.02
4582014983-10,2023-03-19 00:00:00.000,10.0,17.7
4582014983-11,2023-03-04 00:00:00.000,10.0,2.8
4582014983-12,2023-03-04 00:00:00.000,2.0,531.8
4582014983-13,2023-04-29 00:00:00.000,2.0,1222.86
4582014983-14,2023-03-13 00:00:00.000,2.0,716.84
4582014983-15,2023-05-08 00:00:00.000,6.0,337.44
4582014983-15,2023-06-03 00:00:00.000,1.0,56.24
4582014983-15,2023-06-22 00:00:00.000,1.0,56.24
4582014983-16,2023-05-08 00:00:00.000,8.0,397.2
4582014983-17,2023-03-04 00:00:00.000,7.0,78.4
4582014983-17,2023-04-03 00:00:00.000,1.0,11.2
4582014983-18,2023-03-04 00:00:00.000,20.0,60.0
4582014983-19,2023-03-22 00:00:00.000,5.0,10.2
4582014983-19,2023-03-27 00:00:00.000,14.0,28.56
4582014983-19,2023-03-29 00:00:00.000,5.0,10.2
4582014983-2,2023-03-04 00:00:00.000,3.0,372.69
4582014983-20,2023-03-16 00:00:00.000,6.0,573.12
4582014983-20,2023-03-19 00:00:00.000,4.0,382.08
4582014983-20,2023-03-27 00:00:00.000,7.0,668.64
4582014983-20,2023-04-24 00:00:00.000,5.0,477.6
4582014983-20,2023-05-17 00:00:00.000,3.0,286.56
4582014983-21,2023-03-13 00:00:00.000,50.0,290.5
4582014983-3,2023-03-04 00:00:00.000,5.0,62.3
4582014983-4,2023-03-04 00:00:00.000,5.0,129.4
4582014983-5,2023-03-13 00:00:00.000,4.0,19.08
4582014983-6,2023-04-03 00:00:00.000,4.0,64.96
4582014983-7,2023-03-04 00:00:00.000,10.0,87.9
4582014983-8,2023-03-13 00:00:00.000,5.0,10.3
4582014983-9,2023-05-08 00:00:00.000,10.0,194.0
4582016828-1,2023-03-04 00:00:00.000,50.0,271.0
4582018313-1,2023-03-04 00:00:00.000,5.0,32.35
4582018313-2,2023-03-16 00:00:00.000,8.0,6.4
4582018313-3,2023-03-08 00:00:00.000,14.0,81.48
4582018313-4,2023-03-16 00:00:00.000,18.0,33.12
4582018313-5,2023-03-04 00:00:00.000,4.0,27.52
4582022911-1,2023-04-25 00:00:00.000,11318.0,74359.26
4582022911-2,2023-04-25 00:00:00.000,1.0,1710.28
4582022911-3,2023-04-25 00:00:00.000,11318.0,792.26
4582022911-4,2023-04-25 00:00:00.000,1.0,302.47
4582022911-5,2023-04-25 00:00:00.000,1.0,493.34
4582022967-1,2023-03-07 00:00:00.000,2.0,309.48
4582022967-2,2023-04-04 00:00:00.000,2.0,124.24
4582022967-3,2023-03-07 00:00:00.000,2.0,376.54
4582022983-1,2023-04-25 00:00:00.000,1.0,244.98
4582025074-1,2023-08-04 00:00:00.000,1.0,9230.2
4582025783-1,2023-02-23 00:00:00.000,37.0,55500.0
4582025783-2,2023-02-23 00:00:00.000,150.0,15000.0
4582026047-1,2023-03-03 00:00:00.000,5.0,5.45
4582026160-1,2023-03-03 00:00:00.000,10.0,18.3
4582026160-2,2023-03-03 00:00:00.000,1.0,51.06
4582026160-3,2023-03-03 00:00:00.000,3.0,5.01
4582026160-4,2023-03-03 00:00:00.000,4.0,11.64
4582026160-5,2023-03-03 00:00:00.000,1296.0,25.92
4582026160-6,2023-05-03 00:00:00.000,4.0,8.44
4582028382-1,2023-03-01 00:00:00.000,2.0,114.46
4582029445-2,2023-03-08 00:00:00.000,93.0,541.26
4582029445-3,2023-03-03 00:00:00.000,20.0,116.4
4582037613-1,2023-03-21 00:00:00.000,1.0,345.27
4582037613-2,2023-03-21 00:00:00.000,15.0,178.95
4582037613-3,2023-03-21 00:00:00.000,2.0,465.78
4582037615-1,2023-05-09 00:00:00.000,10.0,647.9
4582037615-10,2023-03-28 00:00:00.000,20.0,42.2
4582037615-11,2023-03-08 00:00:00.000,100.0,183.0
4582037615-12,2023-03-08 00:00:00.000,10.0,49.1
4582037615-13,2023-05-25 00:00:00.000,100.0,172.0
4582037615-14,2023-03-08 00:00:00.000,1.0,237.66
4582037615-15,2023-03-08 00:00:00.000,1.0,141.27
4582037615-16,2023-03-08 00:00:00.000,15.0,195.15
4582037615-17,2023-03-28 00:00:00.000,46.0,267.26
4582037615-17,2023-05-25 00:00:00.000,24.0,139.44
4582037615-18,2023-03-08 00:00:00.000,150.0,276.0
4582037615-19,2023-03-08 00:00:00.000,15.0,103.2
4582037615-2,2023-03-08 00:00:00.000,5.0,231.25
4582037615-20,2023-03-08 00:00:00.000,100.0,582.0
4582037615-21,2023-03-08 00:00:00.000,5.0,22.9
4582037615-22,2023-03-28 00:00:00.000,10.0,58.2
4582037615-23,2023-03-28 00:00:00.000,50.0,273.5
4582037615-24,2023-03-08 00:00:00.000,10.0,344.9
4582037615-25,2023-03-08 00:00:00.000,20.0,58.0
4582037615-26,2023-04-07 00:00:00.000,1.0,69.72
4582037615-27,2023-04-18 00:00:00.000,10.0,112.6
4582037615-28,2023-03-28 00:00:00.000,7.0,570.22
4582037615-29,2023-03-08 00:00:00.000,1.0,247.5
4582037615-3,2023-08-02 00:00:00.000,3.0,130.11
4582037615-3,2023-11-06 00:00:00.000,2.0,86.74
4582037615-4,2023-03-08 00:00:00.000,100.0,589.0
4582037615-5,2023-03-28 00:00:00.000,1.0,85.28
4582037615-6,2023-05-05 00:00:00.000,2.0,3132.34
4582037615-7,2023-03-08 00:00:00.000,272.0,21.76
4582037615-7,2023-03-21 00:00:00.000,228.0,18.24
4582037615-8,2023-03-08 00:00:00.000,10.0,38.2
4582037615-9,2023-03-08 00:00:00.000,500.0,50.0
4582037672-1,2023-08-17 00:00:00.000,100.0,48.0
4582037672-2,2023-03-08 00:00:00.000,50.0,100.0
4582037672-3,2023-03-08 00:00:00.000,1.0,380.13
4582037672-4,2023-03-08 00:00:00.000,20.0,20.0
4582037672-5,2023-08-24 00:00:00.000,5.0,3089.6
4582037672-5,2023-09-08 00:00:00.000,1.0,617.92
4582037673-1,2023-03-08 00:00:00.000,1.0,109.39
4582037701-1,2023-07-13 00:00:00.000,3.0,642.0
4582037701-2,2023-03-08 00:00:00.000,1.0,734.22
4582037702-1,2023-07-14 00:00:00.000,3.0,1315.44
4582037702-2,2023-04-10 00:00:00.000,3.0,499.05
4582037702-3,2023-05-17 00:00:00.000,2.0,835.14
4582037704-1,2023-03-08 00:00:00.000,50.0,59.0
4582037704-10,2023-06-10 00:00:00.000,50.0,62.5
4582037704-11,2023-03-08 00:00:00.000,30.0,35.1
4582037704-12,2024-04-25 00:00:00.000,3.0,1049.85
4582037704-13,2023-11-23 00:00:00.000,1.0,269.83
4582037704-13,2023-12-04 00:00:00.000,5.0,1349.15
4582037704-14,2023-03-08 00:00:00.000,50.0,13.0
4582037704-2,2023-03-08 00:00:00.000,20.0,13.4
4582037704-3,2023-06-10 00:00:00.000,2.0,263.16
4582037704-5,2023-03-08 00:00:00.000,100.0,167.0
4582037704-6,2023-06-10 00:00:00.000,1.0,573.0
4582037704-7,2023-06-10 00:00:00.000,30.0,10.2
4582037704-8,2023-03-08 00:00:00.000,50.0,52.5
4582037704-9,2023-03-08 00:00:00.000,50.0,88.5
4582037705-1,2023-03-14 00:00:00.000,1.0,387.31
4582037706-1,2023-03-08 00:00:00.000,5184.0,103.68
4582038162-10,2023-06-07 00:00:00.000,1.0,43.37
4582038162-10,2023-06-08 00:00:00.000,2.0,86.74
4582038162-10,2023-08-10 00:00:00.000,2.0,86.74
4582038162-2,2023-03-24 00:00:00.000,20.0,268.0
4582038162-4,2023-03-21 00:00:00.000,10.0,18.2
4582038162-5,2023-04-04 00:00:00.000,2.0,600.66
4582038162-6,2023-03-21 00:00:00.000,100.0,21.0
4582038162-7,2023-06-08 00:00:00.000,100.0,20.0
4582038162-8,2023-03-24 00:00:00.000,3.0,128.16
4582038162-8,2023-06-07 00:00:00.000,5.0,213.6
4582038162-9,2023-03-21 00:00:00.000,5.0,231.25
4582038253-1,2023-03-23 00:00:00.000,1.0,5543.62
4582038253-2,2023-05-16 00:00:00.000,4.0,15870.96
4582038253-3,2023-05-17 00:00:00.000,3.0,1.95
4582038253-3,2023-06-13 00:00:00.000,7.0,4.55
4582038253-4,2023-05-16 00:00:00.000,10.0,7.5
4582038253-5,2023-08-18 00:00:00.000,16.0,700.16
4582038253-6,2023-08-15 00:00:00.000,16.0,966.56
4582038254-1,2023-05-02 00:00:00.000,10.0,81.2
4582038254-2,2023-05-02 00:00:00.000,10.0,81.2
4582038266-1,2023-03-06 00:00:00.000,1.0,4232.53
4582042191-1,2023-03-13 00:00:00.000,100.0,172.0
4582044066-1,2023-04-17 00:00:00.000,20.0,91.4
4582044066-2,2023-04-17 00:00:00.000,1.0,116.6
4582044066-3,2023-04-28 00:00:00.000,2.0,2728.32
4582044066-4,2023-04-17 00:00:00.000,1.0,124.3
4582044633-1,2024-01-03 00:00:00.000,1.0,1249.57
4582044633-3,2023-06-06 00:00:00.000,1.0,466.81
4582044633-4,2023-08-04 00:00:00.000,1.0,1611.64
4582044633-5,2023-07-11 00:00:00.000,1.0,585.54
4582044633-6,2023-07-06 00:00:00.000,40.0,994.0
4582044633-7,2023-07-06 00:00:00.000,40.0,486.0
4582044671-1,2023-06-26 00:00:00.000,10.0,63.1
4582044671-2,2023-05-24 00:00:00.000,2.0,7764.76
4582044671-3,2023-05-23 00:00:00.000,3.0,11647.14
4582044671-4,2023-06-13 00:00:00.000,1.0,300.99
4582044671-4,2023-08-31 00:00:00.000,2.0,601.98
4582044722-10,2023-03-14 00:00:00.000,1.0,462.03
4582044722-11,2023-08-10 00:00:00.000,100.0,319.0
4582044722-12,2023-03-21 00:00:00.000,100.0,282.0
4582044722-13,2023-08-09 00:00:00.000,2.0,455.94
4582044722-14,2023-03-21 00:00:00.000,6.0,2600.22
4582044722-14,2023-04-24 00:00:00.000,3.0,1300.11
4582044722-15,2023-03-21 00:00:00.000,1.0,2464.57
4582044722-17,2023-04-04 00:00:00.000,10.0,21.2
4582044722-18,2023-06-08 00:00:00.000,50.0,204.5
4582044722-19,2023-03-21 00:00:00.000,3.0,188.97
4582044722-2,2023-05-10 00:00:00.000,1.0,52.61
4582044722-20,2023-03-27 00:00:00.000,250.0,1070.0
4582044722-21,2023-03-21 00:00:00.000,1.0,48.03
4582044722-3,2023-03-21 00:00:00.000,1.0,1321.11
4582044722-4,2023-03-21 00:00:00.000,1200.0,1248.0
4582044722-5,2023-03-21 00:00:00.000,2.0,472.0
4582044722-6,2023-05-17 00:00:00.000,1.0,2626.49
4582044722-8,2023-03-21 00:00:00.000,2.0,18.86
4582044722-8,2023-04-24 00:00:00.000,7.0,66.01
4582044722-9,2023-03-14 00:00:00.000,1.0,381.88
4582044723-1,2023-03-16 00:00:00.000,2.0,316.24
4582044723-2,2023-04-03 00:00:00.000,2.0,20.04
4582044723-3,2023-03-22 00:00:00.000,3.0,372.69
4582044723-4,2023-03-13 00:00:00.000,1.0,12.46
4582044723-4,2023-03-16 00:00:00.000,4.0,49.84
4582044723-5,2023-03-16 00:00:00.000,5.0,129.4
4582044723-6,2023-03-16 00:00:00.000,6.0,255.54
4582044723-7,2023-03-16 00:00:00.000,20.0,40.2
4582044723-8,2023-03-13 00:00:00.000,8.0,1891.28
4582044723-8,2023-03-19 00:00:00.000,1.0,236.41
4582044723-8,2023-06-03 00:00:00.000,1.0,236.41
4582044723-9,2023-03-16 00:00:00.000,1200.0,384.0
4582044785-1,2023-03-21 00:00:00.000,80.0,87.2
4582044785-1,2023-03-28 00:00:00.000,5.0,5.45
4582044785-10,2023-03-21 00:00:00.000,6.0,31.32
4582044785-11,2023-03-21 00:00:00.000,24.0,114.48
4582044785-12,2023-03-21 00:00:00.000,24.0,12.0
4582044785-13,2023-03-21 00:00:00.000,6.0,37.08
4582044785-14,2023-05-09 00:00:00.000,10.0,147.8
4582044785-15,2023-03-21 00:00:00.000,10.0,265.5
4582044785-16,2023-03-21 00:00:00.000,100.0,91.0
4582044785-17,2023-03-28 00:00:00.000,5.0,6.45
4582044785-18,2023-05-09 00:00:00.000,10.0,9.0
4582044785-19,2023-03-21 00:00:00.000,10.0,1.3
4582044785-19,2023-03-28 00:00:00.000,5.0,0.65
4582044785-2,2023-04-18 00:00:00.000,7.0,78.19
4582044785-20,2023-03-21 00:00:00.000,20.0,7.4
4582044785-21,2023-03-21 00:00:00.000,8.0,1.04
4582044785-22,2023-03-21 00:00:00.000,50.0,4.0
4582044785-23,2023-05-09 00:00:00.000,8.0,531.76
4582044785-24,2023-04-18 00:00:00.000,2.0,383.2
4582044785-25,2023-03-21 00:00:00.000,5.0,1.15
4582044785-28,2023-03-21 00:00:00.000,10.0,1.6
4582044785-29,2023-03-21 00:00:00.000,10.0,25.3
4582044785-3,2023-03-21 00:00:00.000,4.0,65.88
4582044785-3,2023-03-28 00:00:00.000,16.0,263.52
4582044785-30,2023-03-21 00:00:00.000,20.0,27.4
4582044785-31,2023-03-21 00:00:00.000,2.0,105.58
4582044785-32,2023-05-08 00:00:00.000,1.0,52.59
4582044785-32,2023-05-25 00:00:00.000,1.0,52.59
4582044785-33,2023-03-21 00:00:00.000,5.0,6.3
4582044785-34,2023-03-28 00:00:00.000,5.0,7.55
4582044785-35,2023-03-21 00:00:00.000,10.0,31.4
4582044785-36,2023-05-25 00:00:00.000,1.0,23.91
4582044785-37,2023-03-21 00:00:00.000,1.0,71.7
4582044785-38,2023-03-21 00:00:00.000,1.0,130.94
4582044785-39,2023-03-21 00:00:00.000,5.0,12.25
4582044785-4,2023-03-21 00:00:00.000,5.0,4.35
4582044785-40,2023-03-21 00:00:00.000,3.0,38.88
4582044785-41,2023-04-13 00:00:00.000,2.0,6909.48
4582044785-42,2023-03-28 00:00:00.000,1.0,387.11
4582044785-42,2023-04-03 00:00:00.000,1.0,387.11
4582044785-43,2023-06-03 00:00:00.000,2.0,943.52
4582044785-5,2023-03-21 00:00:00.000,1.0,50.33
4582044785-6,2023-03-21 00:00:00.000,1.0,23.64
4582044785-7,2023-03-21 00:00:00.000,15.0,409.35
4582044785-8,2023-03-21 00:00:00.000,60.0,120.6
4582044785-9,2023-06-12 00:00:00.000,6.0,1424.88
4582046759-1,2023-03-28 00:00:00.000,60.0,37.8
4582046765-1,2023-03-14 00:00:00.000,5.0,454.25
4582048254-1,2023-04-03 00:00:00.000,1.0,100.09
4582048254-2,2023-03-26 00:00:00.000,14.0,81.48
4582048254-3,2023-03-27 00:00:00.000,18.0,33.12
4582048254-4,2023-03-26 00:00:00.000,4.0,27.52
4582049738-1,2023-04-12 00:00:00.000,14858.0,8914.8
4582049738-1,2023-05-11 00:00:00.000,1533.0,919.8
4582049738-1,2023-06-19 00:00:00.000,3109.0,1865.4
4582049738-2,2023-03-28 00:00:00.000,200.0,274.0
4582049738-3,2023-03-28 00:00:00.000,250.0,277.5
4582049738-4,2023-03-28 00:00:00.000,5.0,543.8
4582049738-5,2023-03-28 00:00:00.000,5.0,530.25
4582049738-6,2023-05-02 00:00:00.000,10.0,183.6
4582049739-1,2023-07-24 00:00:00.000,10.0,2244.8
4582049739-2,2023-07-24 00:00:00.000,10.0,2613.8
4582049739-3,2023-07-24 00:00:00.000,10.0,2388.3
4582049762-1,2023-05-16 00:00:00.000,1.0,3642.18
4582049762-1,2023-07-24 00:00:00.000,1.0,3642.18
4582049763-1,2023-07-31 00:00:00.000,1.0,384.5
4582049763-2,2023-09-26 00:00:00.000,2.0,2246.9
4582049770-1,2023-04-24 00:00:00.000,10.0,477.7
4582049770-1,2023-04-26 00:00:00.000,30.0,1433.1
4582049770-10,2023-07-28 00:00:00.000,2.0,313.48
4582049770-11,2023-04-24 00:00:00.000,20.0,844.8
4582049770-12,2023-04-24 00:00:00.000,1.0,394.23
4582049770-13,2023-04-24 00:00:00.000,1.0,394.23
4582049770-2,2023-11-20 00:00:00.000,2.0,874.54
4582049770-3,2023-03-24 00:00:00.000,3.0,1318.47
4582049770-6,2023-04-24 00:00:00.000,1.0,172.53
4582049770-7,2023-04-24 00:00:00.000,10.0,200.8
4582049770-8,2023-03-31 00:00:00.000,11.0,7.7
4582049770-8,2023-04-24 00:00:00.000,89.0,62.3
4582049770-9,2023-03-19 00:00:00.000,6.0,558.48
4582049778-1,2023-04-26 00:00:00.000,1.0,247.79
4582049790-1,2023-03-13 00:00:00.000,4.0,21.32
4582049790-2,2024-09-27 00:00:00.000,1.0,1178.17
4582049790-3,2023-06-16 00:00:00.000,2.0,513.34
4582049791-1,2023-03-13 00:00:00.000,9.0,185.58
4582049792-1,2023-07-04 00:00:00.000,10.0,1931.9
4582049792-10,2023-03-27 00:00:00.000,2.0,494.88
4582049792-10,2023-05-03 00:00:00.000,1.0,247.44
4582049792-11,2023-04-29 00:00:00.000,12.0,458.04
4582049792-12,2023-05-25 00:00:00.000,4.0,272.0
4582049792-13,2023-03-16 00:00:00.000,30.0,155.7
4582049792-14,2023-04-03 00:00:00.000,5.0,500.45
4582049792-15,2023-03-27 00:00:00.000,2.0,343.22
4582049792-16,2023-05-16 00:00:00.000,2.0,115.82
4582049792-17,2023-03-16 00:00:00.000,2.0,143.42
4582049792-18,2023-03-27 00:00:00.000,200.0,104.0
4582049792-19,2023-03-16 00:00:00.000,2592.0,51.84
4582049792-2,2023-03-27 00:00:00.000,4.0,915.48
4582049792-2,2023-04-07 00:00:00.000,3.0,686.61
4582049792-20,2023-03-19 00:00:00.000,2.0,186.16
4582049792-21,2023-03-16 00:00:00.000,2592.0,103.68
4582049792-3,2023-05-03 00:00:00.000,1.0,409.81
4582049792-4,2023-03-27 00:00:00.000,1.0,392.46
4582049792-5,2023-03-27 00:00:00.000,1.0,419.61
4582049792-6,2023-03-16 00:00:00.000,1.0,265.62
4582049792-7,2023-03-27 00:00:00.000,1.0,527.73
4582049792-8,2023-03-16 00:00:00.000,10.0,467.9
4582049792-9,2023-04-24 00:00:00.000,12.0,3868.68
4582051303-1,2023-03-16 00:00:00.000,1.0,502.65
4582053223-1,2023-03-16 00:00:00.000,10.0,7.3
4582053223-2,2023-03-16 00:00:00.000,1.0,1.68
4582053223-3,2023-05-26 00:00:00.000,25.0,45.75
4582053223-4,2023-03-16 00:00:00.000,5.0,1.2
4582053223-5,2023-05-27 00:00:00.000,5.0,0.35
4582053223-6,2023-05-03 00:00:00.000,78.0,163.8
4582055596-1,2023-03-31 00:00:00.000,2.0,7654.84
4582055596-2,2023-08-02 00:00:00.000,2.0,891.18
4582055596-3,2023-03-21 00:00:00.000,2.0,482.18
4582055596-4,2023-03-21 00:00:00.000,2.0,104.28
4582055596-5,2023-03-21 00:00:00.000,2.0,50.96
4582055598-1,2023-05-13 00:00:00.000,1.0,141.72
4582055598-1,2023-05-17 00:00:00.000,1.0,141.72
4582055598-2,2023-05-17 00:00:00.000,1.0,169.16
4582055598-2,2023-05-26 00:00:00.000,1.0,169.16
4582055603-1,2023-05-12 00:00:00.000,2.0,611.52
4582055603-2,2023-05-12 00:00:00.000,2.0,19.92
4582055714-1,2023-08-16 00:00:00.000,1.0,623.68
4582055749-1,2023-03-09 00:00:00.000,1.0,2489.72
4582057772-1,2023-03-16 00:00:00.000,2.0,97.52
4582060384-1,2024-09-10 00:00:00.000,10.0,587.1
4582060385-2,2023-07-06 00:00:00.000,50.0,15704.5
4582060385-3,2023-05-03 00:00:00.000,1.0,133.58
4582060385-3,2023-06-07 00:00:00.000,9.0,1202.22
4582060385-5,2023-04-07 00:00:00.000,2.0,5029.5
4582060385-6,2023-04-07 00:00:00.000,100.0,109.0
4582060385-7,2023-05-04 00:00:00.000,200.0,96.0
4582060385-8,2023-06-13 00:00:00.000,20.0,3.2
4582060385-9,2023-05-17 00:00:00.000,5.0,4538.2
4582060386-10,2023-03-28 00:00:00.000,1.0,57.73
4582060386-11,2023-03-28 00:00:00.000,2.0,41.08
4582060386-11,2023-04-18 00:00:00.000,3.0,61.62
4582060386-12,2023-03-28 00:00:00.000,15.0,74.55
4582060386-13,2023-03-28 00:00:00.000,10.0,43.7
4582060386-14,2023-04-07 00:00:00.000,1.0,668.67
4582060386-14,2023-04-18 00:00:00.000,1.0,668.67
4582060386-15,2023-05-25 00:00:00.000,4.0,672.64
4582060386-16,2023-03-28 00:00:00.000,5.0,5248.8
4582060386-17,2023-05-08 00:00:00.000,2.0,7618.72
4582060386-18,2023-03-28 00:00:00.000,10.0,85.6
4582060386-19,2023-03-28 00:00:00.000,1.0,2557.31
4582060386-3,2023-03-28 00:00:00.000,2.0,709.96
4582060386-4,2023-03-28 00:00:00.000,2.0,92.48
4582060386-5,2023-03-28 00:00:00.000,1.0,109.34
4582060386-6,2023-03-28 00:00:00.000,5.0,139.15
4582060386-8,2023-03-28 00:00:00.000,5.0,0.6
4582060386-9,2023-03-28 00:00:00.000,10.0,21.5
4582060387-1,2023-03-28 00:00:00.000,5.0,5287.9
4582060387-2,2023-04-15 00:00:00.000,2.0,2161.24
4582060387-2,2023-08-04 00:00:00.000,3.0,3241.86
4582060388-1,2023-03-21 00:00:00.000,500.0,90.0
4582060528-1,2023-03-28 00:00:00.000,20.0,124.6
4582060528-2,2023-03-28 00:00:00.000,1.0,607.34
4582060528-3,2023-08-17 00:00:00.000,1.0,2409.09
4582060528-4,2023-03-28 00:00:00.000,10.0,490.5
4582060528-5,2023-03-28 00:00:00.000,6.0,777.84
4582060528-6,2023-03-28 00:00:00.000,6.0,276.36
4582060572-1,2023-03-28 00:00:00.000,200.0,74.0
4582060625-1,2023-03-28 00:00:00.000,150.0,280.5
4582060625-10,2023-03-28 00:00:00.000,10.0,116.8
4582060625-11,2023-04-03 00:00:00.000,2.0,0.86
4582060625-2,2023-06-07 00:00:00.000,200.0,182.0
4582060625-3,2023-03-28 00:00:00.000,150.0,381.0
4582060625-4,2023-05-12 00:00:00.000,100.0,2965.0
4582060625-5,2023-05-12 00:00:00.000,200.0,936.0
4582060625-6,2023-07-14 00:00:00.000,250.0,1055.0
4582060625-7,2023-03-28 00:00:00.000,100.0,136.0
4582060625-8,2023-03-28 00:00:00.000,3.0,14.25
4582060625-9,2023-04-03 00:00:00.000,5.0,19.9
4582061543-1,2023-03-16 00:00:00.000,10.0,4.3
4582061543-2,2023-03-16 00:00:00.000,6.0,34.92
4582061543-3,2023-03-16 00:00:00.000,5.0,5.45
4582061543-4,2023-03-16 00:00:00.000,1296.0,51.84
4582063323-1,2023-03-26 00:00:00.000,10.0,354.7
4582064199-1,2023-04-03 00:00:00.000,1.0,63.22
4582064199-2,2023-04-03 00:00:00.000,7.0,40.74
4582064199-3,2023-04-03 00:00:00.000,9.0,16.56
4582064199-4,2023-03-26 00:00:00.000,2.0,13.76
4582064434-1,2023-05-26 00:00:00.000,10.0,18.4
4582064434-2,2023-04-01 00:00:00.000,50.0,226.0
4582065717-1,2024-01-09 00:00:00.000,1.0,806.95
4582065717-1,2024-05-16 00:00:00.000,1.0,806.95
4582065717-2,2023-03-19 00:00:00.000,32.0,206.08
4582065717-2,2023-04-21 00:00:00.000,18.0,115.92
4582065717-3,2023-03-19 00:00:00.000,10.0,163.1
4582066245-1,2024-01-29 00:00:00.000,1.0,464.33
4582066247-1,2023-10-02 00:00:00.000,1.0,464.33
4582072650-1,2023-09-29 00:00:00.000,2.0,2699.48
4582075377-1,2023-09-05 00:00:00.000,1.0,4327.09
4582075378-1,2023-09-05 00:00:00.000,1.0,4327.09
4582075840-1,2023-03-20 00:00:00.000,1.0,522.13
4582075866-1,2023-04-17 00:00:00.000,2.0,3000.0
4582075867-1,2023-04-14 00:00:00.000,1.0,1500.0
4582079137-1,2023-06-16 00:00:00.000,3.0,3108.48
4582079165-1,2023-04-05 00:00:00.000,1.0,2220.32
4582079165-2,2023-04-05 00:00:00.000,1.0,2042.69
4582079165-3,2023-04-05 00:00:00.000,1.0,2854.69
4582079165-4,2023-04-05 00:00:00.000,1.0,1546.95
4582079165-6,2023-04-05 00:00:00.000,1.0,380.63
4582079165-7,2023-04-05 00:00:00.000,1.0,482.13
4582079432-4,2023-04-10 00:00:00.000,3.0,951.63
4582079433-1,2023-05-03 00:00:00.000,4.0,6160.36
4582079433-2,2023-09-08 00:00:00.000,2.0,4892.62
4582079433-3,2023-04-11 00:00:00.000,2.0,947.26
4582079435-1,2023-05-11 00:00:00.000,10.0,1387.2
4582079436-6,2023-03-28 00:00:00.000,1.0,124.46
4582079436-8,2023-04-11 00:00:00.000,1.0,903.0
4582079437-1,2023-04-24 00:00:00.000,4.0,722.44
4582079438-2,2023-04-24 00:00:00.000,4.0,66.28
4582079487-1,2023-05-02 00:00:00.000,1.0,1396.03
